scientific_name,common_name,family,height (feet),height_min,height_max,spread (feet),spread_min,spread_max,type,bloom_time,bloom_start,bloom_end,maintenance,sun,sun_max,sun_min,water,zone,zone_min,zone_max,bloom_desc,native_range
Coriandrum sativum,Cilantro,Apiaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Annual,Seasonal bloomer,Seasonal bloomer,,Low,Full sun to part shade,full sun,part shade,Medium,2 to 11,2,11,White to pink to pale lavender, Western Asia
Cornus alba,Tatarian Dogwood,Cornaceae,8.00 to 10.00,8.0,10.0,8.00 to 10.00,8.0,10.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,3 to 7,3,7,Creamy white," Northern China, northern Korea, Siberia"
Cornus alba 'Argenteomarginata',Tatarian Dogwood,Cornaceae,8.00 to 10.00,8.0,10.0,5.00 to 10.00,5.0,10.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,3 to 7,3,7,Yellowish-white,
Cornus alba 'Bailhalo' IVORY HALO,Tatarian Dogwood,Cornaceae,4.00 to 6.00,4.0,6.0,4.00 to 6.00,4.0,6.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,3 to 7,3,7,Yellowish-white,
Cornus alba 'Byboughen' NEON BURST,Tatarian Dogwood,Cornaceae,4.00 to 5.00,4.0,5.0,4.00 to 5.00,4.0,5.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,2 to 7,2,7,White,
Cornus alba 'Gouchaultii',Tatarian Dogwood,Cornaceae,4.00 to 6.00,4.0,6.0,4.00 to 6.00,4.0,6.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,3 to 7,3,7,Yellowish-white,
Cornus alba 'Kesselringii',Tatarian Dogwood,Cornaceae,4.00 to 6.00,4.0,6.0,3.00 to 6.00,3.0,6.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,2 to 7,2,7,Yellowish-white,
Cornus florida 'Purple Glory',Flowering Dogwood,Cornaceae,15.00 to 20.00,15.0,20.0,15.00 to 20.00,15.0,20.0,Tree,April to May,April,May,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Maroon red,
Cornus florida 'Red Pygmy',Flowering Dogwood,Cornaceae,3.00 to 7.00,3.0,7.0,2.00 to 5.00,2.0,5.0,Tree,April to May,April,May,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Rose-red,
Cornus florida 'Royal Red',Flowering Dogwood,Cornaceae,15.00 to 30.00,15.0,30.0,15.00 to 30.00,15.0,30.0,Tree,April to May,April,May,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Pink to ruby red,
Cornus florida 'White Cloud',Flowering Dogwood,Cornaceae,15.00 to 30.00,15.0,30.0,15.00 to 30.00,15.0,30.0,Tree,April to May,April,May,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,White (bracts),
Cornus florida 'Xanthocarpa',Flowering Dogwood,Cornaceae,15.00 to 20.00,15.0,20.0,15.00 to 20.00,15.0,20.0,Tree,April to May,April,May,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,White,
Cornus 'Kn30 8' VENUS,Hybrid Dogwood,Cornaceae,14.00 to 18.00,14.0,18.0,18.00 to 24.00,18.0,24.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,6 to 9,6,9,White bracts,
Cornus kousa,Kousa Dogwood,Cornaceae,15.00 to 30.00,15.0,30.0,15.00 to 30.00,15.0,30.0,Tree,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,White to pinkish (bracts)," Japan, Korea, China, Taiwan"
Cornus kousa 'Fireworks',Kousa Dogwood,Cornaceae,15.00 to 20.00,15.0,20.0,15.00 to 20.00,15.0,20.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,Soft pink bracts,
Cornus kousa 'Kristin Lipka's Variegated Weeper',Kousa Dogwood,Cornaceae,7.00 to 9.00,7.0,9.0,4.00 to 5.00,4.0,5.0,Tree,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,White,
Cornus kousa 'Peve Limbo',Kousa Dogwood,Cornaceae,8.00 to 12.00,8.0,12.0,8.00 to 12.00,8.0,12.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,White,
Cornus kousa 'Satomi',Kousa Dogwood,Cornaceae,12.00 to 20.00,12.0,20.0,12.00 to 20.00,12.0,20.0,Tree,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,Pink,
Cornus kousa 'Snow Tower',Kousa Dogwood,Cornaceae,10.00 to 15.00,10.0,15.0,4.00 to 8.00,4.0,8.0,Tree,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,White,
Cornus kousa var. chinensis,Chinese Dogwood,Cornaceae,15.00 to 30.00,15.0,30.0,15.00 to 30.00,15.0,30.0,Tree,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,White," Japan, Korea, China"
Cornus kousa var. chinensis 'Madison' CROWN JEWEL,Kousa Dogwood,Cornaceae,15.00 to 30.00,15.0,30.0,15.00 to 30.00,15.0,30.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,White,
Cornus kousa var. chinensis 'Milky Way',Chinese Dogwood,Cornaceae,15.00 to 20.00,15.0,20.0,15.00 to 20.00,15.0,20.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,Creamy white bracts,
Cornus kousa 'Weaver's Weeping',Kousa Dogwood,Cornaceae,8.00 to 10.00,8.0,10.0,8.00 to 10.00,8.0,10.0,Tree,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,White,
Cornus mas,Cornelian Cherry Dogwood,Cornaceae,15.00 to 25.00,15.0,25.0,15.00 to 20.00,15.0,20.0,Tree,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,Yellow," Western Asia, Europe"
Cornus mas 'Golden Glory',Cornelian Cherry Dogwood,Cornaceae,15.00 to 20.00,15.0,20.0,15.00 to 20.00,15.0,20.0,Tree,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,Yellow,
Cornus mas 'Variegata',Dogwood,Cornaceae,15.00 to 25.00,15.0,25.0,12.00 to 20.00,12.0,20.0,Deciduous shrub,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,4 to 7,4,7,Yellow,
Cornus nuttallii,Mountain Dogwood,Cornaceae,15.00 to 40.00,15.0,40.0,10.00 to 25.00,10.0,25.0,Tree,April to June,April,June,Medium,Full sun to part shade,full sun,part shade,Medium,7 to 9,7,9,Showy white bracts, Western North America
Cornus officinalis,Japanese Cornelian Cherry,Cornaceae,15.00 to 25.00,15.0,25.0,15.00 to 25.00,15.0,25.0,Deciduous shrub,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,Yellow," China, Korea, Japan"
Cornus pumila,Dogwood,Cornaceae,2.00 to 4.00,2.0,4.0,2.00 to 4.00,2.0,4.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,4 to 7,4,7,White, origin unknown
Cornus racemosa,Gray Dogwood,Cornaceae,10.00 to 15.00,10.0,15.0,10.00 to 15.00,10.0,15.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,White, Eastern North America
Cornus 'Rutban' AURORA,,Cornaceae,14.00 to 18.00,14.0,18.0,14.00 to 18.00,14.0,18.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,White bracts,
Cornus 'Rutcan' CONSTELLATION,Dogwood,Cornaceae,15.00 to 22.00,15.0,22.0,12.00 to 18.00,12.0,18.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,White,
Cornus 'Rutdan' CELESTIAL,Dogwood,Cornaceae,14.00 to 18.00,14.0,18.0,12.00 to 15.00,12.0,15.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,White bracts mature to pink,
Cornus 'Rutfan' STARDUST,Dogwood,Cornaceae,8.00 to 12.00,8.0,12.0,12.00 to 15.00,12.0,15.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,White bracts,
Cornus 'Rutgan' STELLAR PINK,Dogwood,Cornaceae,15.00 to 30.00,15.0,30.0,15.00 to 30.00,15.0,30.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,Pink,
Cornus 'Rutlan' RUTH ELLEN,Dogwood,Cornaceae,12.00 to 18.00,12.0,18.0,18.00 to 24.00,18.0,24.0,Tree,April to May,April,May,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,White bracts,
Cornus sanguinea,Bloodtwig Dogwood,Cornaceae,8.00 to 15.00,8.0,15.0,8.00 to 15.00,8.0,15.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,4 to 7,4,7,White," Europe, Asia"
Cornus sanguinea 'Cato' ARCTIC SUN,Bloodtwig Dogwood,Cornaceae,3.00 to 4.00,3.0,4.0,3.00 to 4.00,3.0,4.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,White,
Cornus sanguinea 'Compressa',Bloodtwig Dogwood,Cornaceae,3.00 to 4.00,3.0,4.0,0.75 to 1.00,0.75,1.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,4 to 7,4,7,White,
Cornus sanguinea 'Midwinter Fire',Bloodtwig Dogwood,Cornaceae,5.00 to 6.00,5.0,6.0,5.00 to 6.00,5.0,6.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,5 to 7,5,7,White,
Cornus sanguinea 'Winter Beauty',Bloodtwig Dogwood,Cornaceae,5.00 to 6.00,5.0,6.0,5.00 to 6.00,5.0,6.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,5 to 7,5,7,White,
Cornus sericea,Red Twig Dogwood,Cornaceae,6.00 to 9.00,6.0,9.0,7.00 to 10.00,7.0,10.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 7,3,7,White, North America
Cornus sericea 'Allemans',Red Twig Dogwood,Cornaceae,4.00 to 5.00,4.0,5.0,4.00 to 5.00,4.0,5.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,White,
Cornus sericea 'Baileyi',Red Twig Dogwood,Cornaceae,6.00 to 10.00,6.0,10.0,6.00 to 10.00,6.0,10.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,White,
Cornus sericea 'Budd's Yellow',Yellowtwig Dogwood,Cornaceae,5.00 to 8.00,5.0,8.0,5.00 to 8.00,5.0,8.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium to wet,3 to 7,3,7,Yellowish-white,
Cornus sericea 'Cardinal',Red Twig Dogwood,Cornaceae,6.00 to 9.00,6.0,9.0,8.00 to 12.00,8.0,12.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,White,
Cornus sericea 'Farrow' ARCTIC FIRE,Red Twig Dogwood,Cornaceae,3.00 to 4.00,3.0,4.0,3.00 to 4.00,3.0,4.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 7,3,7,White,
Cornus sericea 'Flaviramea',Yellow Twig Dogwood,Cornaceae,5.00 to 6.00,5.0,6.0,5.00 to 6.00,5.0,6.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,White,
Cornus sericea 'Hedgerows Gold',Red Twig Dogwood,Cornaceae,5.00 to 8.00,5.0,8.0,5.00 to 8.00,5.0,8.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,White,
Cornus sericea 'Isanti',Red Twig Dogwood,Cornaceae,4.00 to 5.00,4.0,5.0,4.00 to 7.00,4.0,7.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,White,
Cornus sericea 'KLM RR' ERIKA THE BLONDE,Red Twig Dogwood,Cornaceae,4.00 to 5.00,4.0,5.0,5.00 to 6.00,5.0,6.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 7,3,7,White,
Cornus sericea 'Neil Z' PUCKER UP,Red Twig Dogwood,Cornaceae,3.00 to 4.00,3.0,4.0,3.00 to 4.00,3.0,4.0,Tree,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 7,3,7,White,
Cornus sericea 'Silver and Gold',Yellow Twig Dogwood,Cornaceae,5.00 to 7.00,5.0,7.0,6.00 to 8.00,6.0,8.0,Deciduous shrub,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium to wet,3 to 8,3,8,White,
Cornus wilsoniana,Dogwood,Cornaceae,16.00 to 40.00,16.0,40.0,12.00 to 33.00,12.0,33.0,Tree,May,May,,Low,Full sun to part shade,full sun,part shade,Medium,6 to 9,6,9,White, China
Cortaderia selloana,Uruguayan Pampas Grass,Poaceae,8.00 to 12.00,8.0,12.0,4.00 to 6.00,4.0,6.0,Ornamental grass,August to February,August,February,Medium,Full sun,full sun,,Dry to medium,8 to 10,8,10,Silver white, Temperate South America
Cortaderia selloana 'Monrin' SUN STRIPE,Pampas Grass,Poaceae,4.00 to 5.00,4.0,5.0,2.00 to 3.00,2.0,3.0,Ornamental grass,August to February,August,February,Medium,Full sun,full sun,,Dry to medium,8 to 10,8,10,Silver white,
Cortaderia selloana 'Pumila',Pampas Grass,Poaceae,4.00 to 6.00,4.0,6.0,3.00 to 4.00,3.0,4.0,Ornamental grass,August to November,August,November,Medium,Full sun,full sun,,Dry to medium,5,5,,Creamy white,
Corydalis 'Berry Exciting',Corydalis,Papaveraceae,0.75 to 1.00,0.75,1.0,0.75 to 1.50,0.75,1.5,Herbaceous perennial,May to July,May,July,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Purple,
Corydalis 'Blackberry Wine',Corydalis,Papaveraceae,0.75 to 1.00,0.75,1.0,0.75 to 1.50,0.75,1.5,Herbaceous perennial,May to July,May,July,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Wine-purple,
Corydalis 'Canary Feathers',Corydalis,Papaveraceae,0.50 to 0.75,0.5,0.75,0.50 to 1.00,0.5,1.0,Herbaceous perennial,May to July,May,July,Low,Part shade to full shade,part shade,full shade,Medium,6 to 8,6,8,Yellow,
Corydalis flexuosa,Corydalis,Papaveraceae,1.00 to 1.50,1.0,1.5,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to July,May,July,Medium,Part shade,part shade,,Medium,5 to 8,5,8,Blue, China
Corydalis flexuosa 'Pere David',Corydalis,Papaveraceae,1.00 to 1.50,1.0,1.5,1.50 to 2.00,1.5,2.0,Herbaceous perennial,May to July,May,July,Medium,Part shade,part shade,,Medium,5 to 8,5,8,Turquoise blue,
Corydalis lutea,Corydalis,Papaveraceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to September,May,September,Low,Part shade to full shade,part shade,full shade,Medium,5 to 7,5,7,Yellow, Europe
Corydalis ochroleuca,Corydalis,Papaveraceae,1.00 to 2.00,1.0,2.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to October,June,October,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 7,5,7,Pale yellow to creamy white, Southeastern Europe
Corydalis ophiocarpa,Corydalis,Papaveraceae,1.00 to 2.50,1.0,2.5,1.00 to 2.50,1.0,2.5,Herbaceous perennial,May,May,,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Ivory, Eastern Himalayas
Corydalis solida,Fumewort,Papaveraceae,0.50 to 1.00,0.5,1.0,0.50 to 1.00,0.5,1.0,Herbaceous perennial,April to May,April,May,Low,Part shade to full shade,part shade,full shade,Medium to wet,4 to 8,4,8,Purplish red," Central and western Asia, Europe"
Corylopsis glabrescens,Winter Hazel,Hamamelidaceae,8.00 to 15.00,8.0,15.0,8.00 to 15.00,8.0,15.0,Deciduous shrub,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,Pale yellow," Japan, Korea"
Corylopsis glabrescens var. gotoana,Winter Hazel,Hamamelidaceae,8.00 to 15.00,8.0,15.0,8.00 to 15.00,8.0,15.0,Deciduous shrub,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,Yellow,
Corylopsis pauciflora,Winter Hazel,Hamamelidaceae,4.00 to 6.00,4.0,6.0,4.00 to 6.00,4.0,6.0,Deciduous shrub,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,6 to 8,6,8,Yellow," Japan, Taiwan"
Corylopsis sinensis,Winter Hazel,Hamamelidaceae,10.00 to 15.00,10.0,15.0,10.00 to 15.00,10.0,15.0,Deciduous shrub,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,6 to 8,6,8,Pale  yellow with orange anthers, China
Corylopsis spicata,Winter Hazel,Hamamelidaceae,4.00 to 8.00,4.0,8.0,6.00 to 10.00,6.0,10.0,Deciduous shrub,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,Lemon yellow with red-purple anthers, Japan
Corylus americana,American Hazelnut,Betulaceae,10.00 to 16.00,10.0,16.0,8.00 to 13.00,8.0,13.0,Deciduous shrub,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,4 to 9,4,9,"Male - brown, female - red", Eastern North America
Corylus avellana,Hazelnut,Betulaceae,12.00 to 20.00,12.0,20.0,8.00 to 15.00,8.0,15.0,Deciduous shrub,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,Yellow brown (male), Europe
Corylus avellana 'Contorta',Harry Lauder's Walking Stick,Betulaceae,8.00 to 10.00,8.0,10.0,8.00 to 10.00,8.0,10.0,Deciduous shrub,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,Yellowish brown (male),
Corylus avellana 'Red Dragon',Hazelnut,Betulaceae,5.00 to 6.00,5.0,6.0,5.00 to 6.00,5.0,6.0,Deciduous shrub,March to April,March,April,Low,Full sun to part shade,full sun,part shade,Medium,3 to 9,3,9,Light red male catkins,
Corylus colurna,Turkish Hazel,Betulaceae,40.00 to 80.00,40.0,80.0,30.00 to 50.00,30.0,50.0,Tree,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,4 to 7,4,7,Yellow (male)," Southeastern Europe, Asia Minor, western Asia"
Corylus cornuta,Beaked Hazel,Betulaceae,4.00 to 8.00,4.0,8.0,4.00 to 8.00,4.0,8.0,Deciduous shrub,April,April,,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,Pale yellow (male), North America
Corylus maxima,Large Filbert,Betulaceae,12.00 to 15.00,12.0,15.0,12.00 to 15.00,12.0,15.0,Deciduous shrub,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,Yellow (male), Europe
Corylus maxima 'Atropurpurea',Large Filbert,Betulaceae,12.00 to 15.00,12.0,15.0,12.00 to 15.00,12.0,15.0,Deciduous shrub,March,March,,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,Yellow,
Corymbia citriodora,Lemon Eucalyptus,Myrtaceae,6.00 to 10.00,6.0,10.0,2.00 to 4.00,2.0,4.0,Tree,Rarely flowers,Rarely flowers,,Medium,Full sun,full sun,,Medium,8 to 11,8,11,White, Australia
Cosmos atrosanguineus,Chocolate Cosmos,Asteraceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to September,June,September,Medium,Full sun,full sun,,Dry to medium,7 to 9,7,9,Brownish-red, Mexico
Cosmos bipinnatus,Cosmos,Asteraceae,1.00 to 4.00,1.0,4.0,2.00 to 3.00,2.0,3.0,Annual,June to frost,June,frost,Low,Full sun,full sun,,Medium,2 to 11,2,11,"Red, pink or white rays and yellow center"," Mexico, southern United States"
Cosmos sulphureus,Cosmos,Asteraceae,2.00 to 6.00,2.0,6.0,1.00 to 3.00,1.0,3.0,Annual,June to September,June,September,Medium,Full sun,full sun,,Dry to medium,2 to 11,2,11,Yellow," North, Central, and South America"
Cotinus coggygria,Smoketree,Anacardiaceae,10.00 to 15.00,10.0,15.0,10.00 to 15.00,10.0,15.0,Deciduous shrub,May to July,May,July,Medium,Full sun,full sun,,Medium,5 to 8,5,8,Yellow," Temperate Asia, Europe"
Cotinus coggygria 'Ancot' GOLDEN SPIRIT,Smoketree,Anacardiaceae,8.00 to 15.00,8.0,15.0,8.00 to 15.00,8.0,15.0,Deciduous shrub,May to July,May,July,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,Non-flowering,
Cotinus coggygria 'Daydream',Smoketree,Anacardiaceae,8.00 to 10.00,8.0,10.0,8.00 to 10.00,8.0,10.0,Deciduous shrub,June,June,,Medium,Full sun,full sun,,Medium,5 to 8,5,8,Shell pink and maroon,
Cotinus coggygria 'Kolcot' GREEN FOUNTAIN,Smoketree,Anacardiaceae,4.00 to 6.00,4.0,6.0,6.00 to 8.00,6.0,8.0,Deciduous shrub,May to July,May,July,Medium,Full sun,full sun,,Medium,4 to 8,4,8,Yellow,
Cotinus coggygria 'Royal Purple',Smoketree,Anacardiaceae,10.00 to 15.00,10.0,15.0,15.00 to 20.00,15.0,20.0,Deciduous shrub,May to July,May,July,Medium,Full sun,full sun,,Medium,4 to 8,4,8,Showy purplish puffs follow yellow flowers,
Cotinus coggygria 'Velvet Cloak',Smoketree,Anacardiaceae,10.00 to 15.00,10.0,15.0,10.00 to 15.00,10.0,15.0,Deciduous shrub,May to July,May,July,Medium,Full sun,full sun,,Medium,5 to 8,5,8,Yellow,
Cotinus coggygria 'Young Lady',Smoketree,Anacardiaceae,4.00 to 6.00,4.0,6.0,4.00 to 6.00,4.0,6.0,Deciduous shrub,May to July,May,July,Medium,Full sun,full sun,,Medium,4 to 8,4,8,Yellow,
Cotinus obovatus,American Smoke Tree,Anacardiaceae,20.00 to 30.00,20.0,30.0,20.00 to 30.00,20.0,30.0,Tree,May to June,May,June,Medium,Full sun,full sun,,Medium,4 to 8,4,8,Yellowish-green, Southern United States
Cotoneaster acutifolius,Cotoneaster,Rosaceae,6.00 to 10.00,6.0,10.0,6.00 to 10.00,6.0,10.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,4 to 7,4,7,White with pink tinge, Siberia to China
Cotoneaster adpressus,Creeping Cotoneaster,Rosaceae,0.50 to 1.00,0.5,1.0,4.00 to 6.00,4.0,6.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,White tinged with pink, China
Cotoneaster adpressus 'Little Gem',Creeping Cotoneaster,Rosaceae,0.75 to 1.50,0.75,1.5,3.00 to 6.00,3.0,6.0,Deciduous shrub,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,4 to 7,4,7,White tinged with pink,
Cotoneaster apiculatus,Cotoneaster,Rosaceae,2.00 to 3.00,2.0,3.0,3.00 to 6.00,3.0,6.0,Deciduous shrub,May to June,May,June,Low,Full sun,full sun,,Medium,4 to 7,4,7,Pink, Southwestern China
Cotoneaster astrophoros,Cotoneaster,Rosaceae,0.50 to 1.00,0.5,1.0,0.50 to 1.50,0.5,1.5,Broadleaf evergreen,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,5 to 9,5,9,White, Himalayas
Cotoneaster atropurpureus 'Variegatus',Rock Cotoneaster,Rosaceae,1.00 to 1.50,1.0,1.5,3.00 to 4.00,3.0,4.0,Deciduous shrub,May,May,,Low,Full sun to part shade,full sun,part shade,Medium,5 to 7,5,7,White,
Cotoneaster cochleatus,Cotoneaster,Rosaceae,0.50 to 1.00,0.5,1.0,1.00 to 6.00,1.0,6.0,Broadleaf evergreen,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,5 to 7,5,7,White," China, Tibet"
Cotoneaster dammeri 'Coral Beauty',Bearberry Cotoneaster,Rosaceae,0.75 to 1.00,0.75,1.0,4.00 to 6.00,4.0,6.0,Broadleaf evergreen,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium,5 to 8,5,8,White with purple anthers,
